标题,标题链接,摘要,来源,时间
在故宫，我们与文物面对面,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F29%2FARTI54bUXkwJ6071AxLsqxRL230829.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							就读于中山大学人类学系的梁希悦，在实习之前，对中国古代建筑的知识几乎为零，一开始的工作也是""手忙脚乱""。		                        						",来源：新闻,发布时间：2023-08-29 20:16:42
政策红利持续释放 20条举措为下半年消费加速,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F08%2FARTIOtwQvhjuuEDdFmPZKA1O230808.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							中山大学国际金融学院教授张学志告诉记者，我国汽车企业有望在技术实力、市场份额、品牌影响力等方面获得突破。　　实际上，包括汽车企业在内，《措施》为众多传统产业链上的企业转型升级""再添一把火""。　　		                        						",来源：新闻,发布时间：2023-08-08 06:21:41
又现校园性骚扰疑云：司法为何总是“隐身”,https://search.cctv.com/link_p.php?targetpage=http%3A%2F%2Fnews.cctv.com%2F2018%2F07%2F09%2FARTIcB0Sj2PKHkvp8oRmtVW1180709.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							7月8日，一篇反映中山大学教授张鹏性骚扰女生的文章《她曾经以为自己能逃开教授的手》，在网上热传，多名学生曝出，其在2011-2017年间持续不断地在骚扰女学生和女教师。		                        						",来源：新闻,发布时间：2018-07-09 18:42:03
广东水下考古，正探向深海,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F17%2FARTITDUkdPreVd6Q6rNXkP14230617.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							2016年从中山大学毕业后，他顺利进入广东省文物考古研究所（现为广东省文物考古研究院）工作。如今再提起学习和入行经历，杨荣佳说得比较多的是""幸运""。　　		                        						",来源：新闻,发布时间：2023-06-17 15:06:01
院士建议大湾区规划建设海洋国家公园,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Focean.cctv.com%2F2023%2F05%2F23%2FARTILk7NI3UuPltoV8HD44O8230523.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							地处广州的中山大学中山眼科中心，拥有我国第一个获批准建设的眼科学国家重点实验室。		                        						",来源：海洋,发布时间：2023-05-23 16:37:18
科学补营养 吃对更健康,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F09%2F22%2FARTIHssC8mvfEJQ9uV8zHVBm230922.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							中山大学公共卫生学院教授凌文华介绍，本次修订根据我国居民饮食消费的变迁和营养学研究的新进展，保留了原有的植物化学物，并提出了辅酶Q10、甜菜碱、菊粉和谷物β-葡聚糖的特定建议值，有助于指导我国居民通过适当增加这些膳食成分预防心脑血管疾病		                        						",来源：新闻,发布时间：2023-09-22 14:57:29
高水平科技自立自强扎实推进（年中经济观察）,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F05%2FARTIt9pJO1Yk32RseNtZ3TH7230805.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							近日，中山大学教授王猛团队与相关单位合作，首次发现了液氮温区镍氧化物超导体。这是目前全世界发现的第二种液氮温区非常规超导材料，将推动破解高温超导机理，使设计和预测高温超导材料成为可能。　　		                        						",来源：新闻,发布时间：2023-08-05 17:01:08
年中经济观察：高水平科技自立自强扎实推进,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F05%2FARTIcCvCQIgM8IoMZz43yZ2m230805.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							近日，中山大学教授王猛团队与相关单位合作，首次发现了液氮温区镍氧化物超导体。这是目前全世界发现的第二种液氮温区非常规超导材料，将推动破解高温超导机理，使设计和预测高温超导材料成为可能。　　		                        						",来源：新闻,发布时间：2023-08-05 07:40:00
释放学业求职压力 哲学硕士“知识摆摊”解答人生的意义,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F06%2F09%2FARTIbYPDSD7FrOP6p1dn0HBQ230609.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							9点夜幕降临，大理古城，零散的摊位沿着人民路展开，中山大学哲学系的研究生""热带鱼""支起了""学术摆摊""的摊位。""		                        						",来源：教育,发布时间：2023-06-09 12:16:18
2023高招进行时｜新疆大学：新增马克思主义理论、智能科学与技术、智慧交通3个专业,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F06%2F21%2FARTIM4TqRNkZMwCgAocrPNli230621.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D27,"
		                        								                        							
		                        									                        							年新一轮对口支援工作开展以来，在教育部大力支持下，以清华大学为组长，西安交通大学、武汉大学、中南大学、中国人民大学为副组长，北京师范大学、大连理工大学、同济大学、北京外国语大学、东华大学、中国矿业大学、中山大学		                        						",来源：教育,发布时间：2023-06-21 16:35:32
他们直播带货，想带遇害六年的女儿回家,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F14%2FARTIVOGA4Kq9LJ6bfNYFYmM8230814.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D28,"
		                        								                        							
		                        									                        							另一方面，她又是如此的不普通，中山大学本科毕业后，她保送到北大读研，后出国读博，全靠自己的努力。　　		                        						",来源：新闻,发布时间：2023-08-14 15:25:48
动漫节上，大咖们都说了些什么？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F06%2F23%2FARTIbbFGlOuL5EMQ67uUoJhw230623.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D28,"
		                        								                        							
		                        									                        							林帝浣：漫画的价值在于影响、帮助他人 林帝浣  高峰论坛演讲嘉宾，中山大学艺术学院教师，作家、画家、书法家、人文纪实摄影师我觉得从漫画到公益到科普，到最后能够帮助到这个世界上更多的人，这是创作最原始的快乐		                        						",来源：教育,发布时间：2023-06-23 15:00:23
史景迁：一个酷爱讲中国故事的外国人，被称为“汉学三杰”｜海外汉学家系列之⑤,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F05%2F09%2FARTIbPLKNiCihL6wCFn5LRfx230509.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D28,"
		                        								                        							
		                        									                        							作者简介：　　王鹏玮，中南民族大学青年教师，毕业于中山大学，获历史学博士学位，主要从事清史、中国近代史、民族史研究。　　		                        						",来源：新闻,发布时间：2023-05-09 14:58:52
跟着总书记看中国 | 高质量写好“先行示范”新答卷,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F10%2F11%2FARTIbgMWpaucPU6OvRULJBje231011.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D28,"
		                        								                        							
		                        									                        							鹏城云脑Ⅲ、深圳湾实验室、中山大学深圳校区等24个重大科技创新载体相继落户，昔日农场蝶变创新平台，创新人才纷至沓来，一座科创""未来之城""正拔节生长。　　		                        						",来源：新闻,发布时间：2023-10-11 18:28:11
研究生学制延长 释放了什么信号？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F20%2FARTIJZfSP7G8R2ndAwXNyHlV230820.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D28,"
		                        								                        							
		                        									                        							北京大学、中国人民大学和中山大学等一批高校在《关于充分发挥高等学校科技创新作用的若干意见》的指导下，实行了两年制硕士培养制度，但由于社会认可度和配套措施不足等原因，上述高校从2007年起恢复了3年学制。		                        						",来源：新闻,发布时间：2023-08-20 07:04:41
连接公众 持续生长——中山市博物馆新馆的成长之路,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fyangbo.cctv.com%2F2023%2F05%2F12%2FARTIFNQCIog1r8NzYVkoNmf6230512.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D28,"
		                        								                        							
		                        									                        							中山市博物馆聘请中山大学历史人类学研究中心主任刘志伟教授作为基本陈列总策划，同时也从本馆选调业务骨干策展，形成""高校专家学术引领+馆方人员深化实施""的策展团队组建模式。		                        						",来源：艺术,发布时间：2023-05-12 17:23:48
北大学生背后，一所凉山县中的教育突围,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F08%2F29%2FARTIvIND4k3uvVPDN7AqQivT230829.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D29,"
		                        								                        							
		                        									                        							过去几年，甘洛县也出了一些考上中山大学、复旦大学等重点大学的学生。今年，甘洛中学共658人参加高考，本科上线362人，超过50％。""这是一个奇迹。""潘兴元说。""		                        						",来源：教育,发布时间：2023-08-29 15:42:10
北大学生背后，一所凉山县中的教育突围,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fpeople.cctv.com%2F2023%2F08%2F29%2FARTIxMNJyglOmik8bxZnk5lo230829.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D29,"
		                        								                        							
		                        									                        							过去几年，甘洛县也出了一些考上中山大学、复旦大学等重点大学的学生。今年，甘洛中学共658人参加高考，本科上线362人，超过50%。　　""这是一个奇迹。""潘兴元说。　　		                        						",来源：新闻,发布时间：2023-08-29 11:22:43
